system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Windows\system32\","TsUsbRedirectionGroupPolicyExtension.dll","13824","0x20","ARCHIVE","2019-12-07T09:08:09Z","2022-10-18T15:02:19Z","2019-12-07T09:08:09Z","Microsoft Corporation","Remote Desktop USB Redirection GP Extension","10.0.19041.1 (WinBuild.160101.0800)","TsUsbRedirectionGroupPolicyExtension","&#169; Microsoft Corporation. All rights reserved.","TsUsbRedirectionGroupPolicyExtension.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d89cda3ff8427da82de6cce39008c5bc","33889517517b8953707796d12d6907b039c715d1","f44cc1e23d0d192dcfd84069b27704cd0b2a8e7720eee43656f57cb474433762"
"CrowdResponse","C:\Windows\system32\","TSWbPrxy.exe","78336","0x20","ARCHIVE","2022-08-05T09:28:06Z","2022-10-13T03:11:57Z","2022-08-05T09:28:06Z","Microsoft Corporation","Microsoft Remote Desktop Services Web Proxy","10.0.19041.746 (WinBuild.160101.0800)","TSWbPrxy","&#169; Microsoft Corporation. All rights reserved.","TSWbPrxy.exe","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","70f7d4806f949550ba5ac0afec9c042f","b7a53f5f90a5b78e8663e7372dfa61517d57d72d","6e118b779673183850a0acb474efa30bc4e91d47925aee5311364112d660e4ee"
"CrowdResponse","C:\Windows\system32\","TSWorkspace.dll","1226752","0x20","ARCHIVE","2022-10-12T02:46:06Z","2022-10-18T15:02:19Z","2022-10-12T02:46:06Z","Microsoft Corporation","RemoteApp and Desktop Connection Component","10.0.19041.1 (WinBuild.160101.0800)","TSWORKSPACE.DLL","&#169; Microsoft Corporation. All rights reserved.","TSWORKSPACE.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","803bd5f952d153803f0502eefb8217b6","d5e80bdc1736d5f4ada57d7f2c19922f06f897ce","61d96612d1825cca40b22bc24652f3ce78c2cb99bd7d5098f193e5c9dce87fe6"
"CrowdResponse","C:\Windows\system32\","ttdinject.exe","283544","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-13T03:11:57Z","2022-08-05T09:27:01Z","Microsoft Corporation","Time Traver Debugging Application Injector","10.0.19041.1741 (WinBuild.160101.0800)","TTDInject.EXE","&#169; Microsoft Corporation. All rights reserved.","TTDInject.EXE","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1741","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","a6dd5e0ddd265a97f0c659746a732087","e7f00ace0e660b7f4d5308b79671e74a33054053","4b1e38a83031c44401ea8397535a46037a8445739c4571acb138b324742bc615"
"CrowdResponse","C:\Windows\system32\","ttdloader.dll","15512","0x20","ARCHIVE","2019-12-07T09:08:33Z","2022-10-18T03:11:28Z","2019-12-07T09:08:33Z","Microsoft Corporation","Time Travel Debugging Runtime Loader","10.0.19041.1 (WinBuild.160101.0800)","TTDLoader.DLL","&#169; Microsoft Corporation. All rights reserved.","TTDLoader.DLL","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","4a6e1e49b03b6e839a40d743d95a35f1","ca8a1e4f17999351de99cf523e6a80926ce87d29","aedd5f47b9cabfaa279b81b4bc025ef6cf2b29720eb7b5bc5896aaa48ddab3f0"
"CrowdResponse","C:\Windows\system32\","ttdplm.dll","67112","0x20","ARCHIVE","2019-12-07T09:08:33Z","2022-10-13T03:11:57Z","2019-12-07T09:08:33Z","Microsoft Corporation","Time Travel Debugger PLM APIs","10.0.19041.1 (WinBuild.160101.0800)","TTDPlm.dll","&#169; Microsoft Corporation. All rights reserved.","TTDPlm.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","11335d005a7ae1027ae984a91bd25c1c","2db9a02728053c3ec467aee59ffcfa67913d1aaf","2f776655fa879aec905af1136921750b819a48a22788d26a3e804efae2d1a9ef"
"CrowdResponse","C:\Windows\system32\","ttdrecord.dll","648736","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-13T03:11:57Z","2022-08-05T09:27:01Z","Microsoft Corporation","Time Travel Debugging Recording Manager","10.0.19041.1741 (WinBuild.160101.0800)","TTDRecord.dll","&#169; Microsoft Corporation. All rights reserved.","TTDRecord.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1741","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c7136f1899f6960ca9300920a9e6af9c","c948b7574c5ebab0a974be325cbd019c7bc12fa6","c73eff9c4e35c3216ac2040759f267aea5541bf0c3f7293f7ebf7d66fed1e54d"
"CrowdResponse","C:\Windows\system32\","ttdrecordcpu.dll","1597008","0x20","ARCHIVE","2019-12-07T09:08:33Z","2022-10-13T03:11:57Z","2019-12-07T09:08:33Z","Microsoft Corporation","Time Travel Debugging CPU Recorder Runtime","10.0.19041.1 (WinBuild.160101.0800)","TTDRecordCPU.DLL","&#169; Microsoft Corporation. All rights reserved.","TTDRecordCPU.DLL","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","bab1003072214e86e26e3e0dbd0e1ff5","2c4608d0e0eb202f1a009076449edad69b80ecb4","05a337953dcc15069d1f3b0879e15a350ac763fa98458217347a49d7dfb79b32"
"CrowdResponse","C:\Windows\system32\","TtlsAuth.dll","300032","0x20","ARCHIVE","2022-10-12T02:45:50Z","2022-10-12T03:10:40Z","2022-10-12T02:45:50Z","Microsoft Corporation","EAP TTLS run-time dll","10.0.19041.1 (WinBuild.160101.0800)","TtlsAuth.dll","&#169; Microsoft Corporation. All rights reserved.","TtlsAuth.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","847195765b493523273a7f5a2b780beb","fa5cb0fb67bed0808741459d57000a7f4297b764","cff15267861e5dcceca76e0da7a977cfd0287e99e7a25dfce2b1b92d49a4ca3e"
"CrowdResponse","C:\Windows\system32\","TtlsCfg.dll","224256","0x20","ARCHIVE","2019-12-07T09:08:09Z","2022-10-18T03:11:31Z","2019-12-07T09:08:09Z","Microsoft Corporation","EAP TTLS configuration dll","10.0.19041.1 (WinBuild.160101.0800)","TtlsCfg.dll","&#169; Microsoft Corporation. All rights reserved.","TtlsCfg.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","899ab6b40af996df15f5e14b5d4f3cc9","f37dc129ae398391b5624585fdb0475ee419ceca","b9ed4b6a0b01408bfb97310fbbaae66d8781aa8ed125a5235924f1b32b8316a5"
"CrowdResponse","C:\Windows\system32\","TtlsExt.dll","207360","0x20","ARCHIVE","2022-08-05T09:27:22Z","2022-10-13T03:11:57Z","2022-08-05T09:27:22Z","Microsoft Corporation","Windows Extension library for EAP TTLS","10.0.19041.1 (WinBuild.160101.0800)","ttlsext.dll","&#169; Microsoft Corporation. All rights reserved.","ttlsext.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8b9cb0d107d1aec0d227149480a6c289","3766afd82e9b018fa4a961f13ae45bc3652f2efa","a9cb9aa17d4dbbeff6644dc7894d13b1468833d507208b5855188f4cbf1edaab"
"CrowdResponse","C:\Windows\system32\","tttracer.exe","86864","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-13T03:11:57Z","2022-08-05T09:27:01Z","Microsoft Corporation","Time Travel Debugging Tracer Tool","10.0.19041.1741 (WinBuild.160101.0800)","TTTracer.exe","&#169; Microsoft Corporation. All rights reserved.","TTTracer.exe","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1741","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","952efc3d9cf0990d2e5b5d7d2b38d07d","ddaa5ff5e552f7a980dc4caf93c438b06b827cf2","ad06c457119195ab5ceae78b254d7cba6908fe89dd2aca75aa769b072b46585a"
"CrowdResponse","C:\Windows\system32\","tvratings.dll","36864","0x20","ARCHIVE","2022-08-05T09:28:06Z","2022-10-13T03:11:57Z","2022-08-05T09:28:06Z","Microsoft Corporation","Module for managing TV ratings","10.0.19041.746 (WinBuild.160101.0800)","TestRat.dll","&#169; Microsoft Corporation. All rights reserved.","TestRat.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","1e916b11843313085242716ea953e094","d5c1462e696d6093f15a324bddc8dc8c86d9b73f","7244f1b66b17a59da59351fe71d5619daa14f4fcef03c9f128a4b1ea0695425b"
"CrowdResponse","C:\Windows\system32\","twext.dll","186368","0x20","ARCHIVE","2022-08-05T09:27:19Z","2022-10-18T15:02:43Z","2022-08-05T09:27:19Z","Microsoft Corporation","Previous Versions property page","10.0.19041.1 (WinBuild.160101.0800)","twext","&#169; Microsoft Corporation. All rights reserved.","twext.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6fc12ddbb15c3f2588b44ae193c45d53","75c7b3ccea35ed0db1d6be9327225a868eef3441","7898dc1a7ff8f787557a42c629567895ddadbd8fac0276452a9219ad0373932e"
"CrowdResponse","C:\Windows\system32\","twinapi.appcore.dll","2100592","0x20","ARCHIVE","2022-08-05T09:26:46Z","2022-10-18T15:01:52Z","2022-08-05T09:26:46Z","Microsoft Corporation","twinapi.appcore","10.0.19041.1 (WinBuild.160101.0800)","twinapi.appcore","&#169; Microsoft Corporation. All rights reserved.","twinapi.appcore.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","5248cfcd276ae3e4d341436b2224cbaf","ba1753acca5407eb0777a054f0bb423d639343ac","90a7aaf30bbd7299ad757034b8de55808d7a380b168b59c2d7def8e02a6e9a47"
"CrowdResponse","C:\Windows\system32\","twinapi.dll","669696","0x20","ARCHIVE","2022-08-05T09:27:32Z","2022-10-18T14:50:02Z","2022-08-05T09:27:32Z","Microsoft Corporation","twinapi","10.0.19041.1 (WinBuild.160101.0800)","twinapi","&#169; Microsoft Corporation. All rights reserved.","twinapi.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","946ddc86a8119c79086063522904a363","716852e84b7085784d828365bdea6041f7d96220","25d81ee599e16fa2b8a34372f13aa034a368007cdce7dc93e31f936c544febfe"
"CrowdResponse","C:\Windows\system32\","twinui.appcore.dll","659968","0x20","ARCHIVE","2022-09-15T02:54:16Z","2022-10-18T03:11:31Z","2022-09-15T02:54:16Z","Microsoft Corporation","TWINUI.APPCORE","10.0.19041.1 (WinBuild.160101.0800)","TWINUI.APPCORE","&#169; Microsoft Corporation. All rights reserved.","TWINUI.APPCORE.dll.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","f38d112efd926499a6db62ca1bb9b61f","509bc5c6b1177fb25ea1d9421bca057f5933783c","8e34ae60608f3c3721065a26d2084fd9573362a9eb8f5c9267e406451124f8aa"
"CrowdResponse","C:\Windows\system32\","twinui.dll","6191104","0x20","ARCHIVE","2022-09-15T02:54:27Z","2022-10-18T14:50:02Z","2022-09-15T02:54:27Z","Microsoft Corporation","TWINUI","10.0.19041.1503 (WinBuild.160101.0800)","TWINUI","&#169; Microsoft Corporation. All rights reserved.","TWINUI.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1503","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2a6020b3a46865e69110b9d3ddcf027d","fd13e378561c7f431180907b8c8b0a77670ae606","e0fb7c98351ef289cb31c73a8a62ded6fb0da72ec096dffb5d2a37c732be7661"
"CrowdResponse","C:\Windows\system32\","twinui.pcshell.dll","6430208","0x20","ARCHIVE","2022-10-12T02:45:57Z","2022-10-18T14:50:02Z","2022-10-12T02:45:58Z","Microsoft Corporation","Twinui.PCShell","10.0.19041.1 (WinBuild.160101.0800)","Twinui.PCShell.dll","&#169; Microsoft Corporation. All rights reserved.","Twinui.PCShell.dll.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","835002069b8a1d846ec1088708462293","99898034f0912a41eef929832160e36017e03b1f","afb4f1b5065b256f912edc2b7ba0ed9d3a5cc62179d6db7d6491efe8366ebf14"
"CrowdResponse","C:\Windows\system32\","txflog.dll","119296","0x20","ARCHIVE","2019-12-07T09:08:46Z","2022-10-13T03:11:57Z","2019-12-07T09:08:46Z","Microsoft Corporation","COM+","2001.12.10941.16384 (WinBuild.160101.0800)","TxfLog.dll","&#169; Microsoft Corporation. All rights reserved.","TxfLog.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9a5c1d92e87636f05236b7613b5b8042","6a4bec4d0d979aec62844d87aded5df1eb805132","059ee73ad4aec1ee3fcd5849cf596545f6547ee0caaadbe06f11596f8fbbb0c9"
"CrowdResponse","C:\Windows\system32\","txfw32.dll","12800","0x20","ARCHIVE","2019-12-07T09:08:46Z","2022-10-13T03:11:57Z","2019-12-07T09:08:46Z","Microsoft Corporation","TxF Win32 DLL","10.0.19041.1 (WinBuild.160101.0800)","txfw32.dll","&#169; Microsoft Corporation. All rights reserved.","txfw32.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7e734e5fc4043e5c99f82a613013de5f","adac9ad4e736c450b86c6c916d87fe3a5da57349","ba00c1d623677d8cc119945c5729c5fc8edfa7fa8a45293d74c73518734a98d8"
"CrowdResponse","C:\Windows\system32\","typeperf.exe","49664","0x20","ARCHIVE","2022-08-05T09:28:04Z","2022-10-18T03:11:33Z","2022-08-05T09:28:04Z","Microsoft Corporation","Command line performance monitor","10.0.19041.1 (WinBuild.160101.0800)","TypePerf.exe","&#169; Microsoft Corporation. All rights reserved.","TypePerf.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","82f163348c344e3687e0ea5d821d74cb","1d89d2309518463184384de449cf3c10d732ec70","107b3aaa264931b85331795a87665dcfa0cc78d94578270270f326292e0147a6"
"CrowdResponse","C:\Windows\system32\","tzautoupdate.dll","97792","0x20","ARCHIVE","2022-08-05T09:26:46Z","2022-10-18T15:01:53Z","2022-08-05T09:26:46Z","Microsoft Corporation","Auto Time Zone Updater","10.0.19041.1 (WinBuild.160101.0800)","tzautoupdate.dll","&#169; Microsoft Corporation. All rights reserved.","tzautoupdate.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","a7c58987094e1eebd63fb94bbe5fbc2c","635e42360979e0d8005a74d1aa1281fb90fcd710","1e2e68e68380cfe42c2d975e826f6301aa7f35566e9a733b881bdc6271ec1981"
"CrowdResponse","C:\Windows\system32\","tzres.dll","2560","0x20","ARCHIVE","2022-10-12T02:46:00Z","2022-10-18T15:04:53Z","2022-10-12T02:46:00Z","Microsoft Corporation","Time Zones resource DLL","10.0.19041.906 (WinBuild.160101.0800)","tzres.dll","&#169; Microsoft Corporation. All rights reserved.","tzres.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.906","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","67836192eb13aaed62a782ad3dd58193","dee234f92f31b3cf5c1d5dcf8778a7c6158f73fb","09ea08b76b0d3f00849f64f147c419556201936d6f3f72b104ce7499d60c8c81"
"CrowdResponse","C:\Windows\system32\","tzsync.exe","70144","0x20","ARCHIVE","2019-12-07T09:09:00Z","2022-10-18T15:02:38Z","2019-12-07T09:09:00Z","Microsoft Corporation","TimeZone Sync Task","10.0.19041.1 (WinBuild.160101.0800)","tzsync.exe","&#169; Microsoft Corporation. All rights reserved.","tzsync.exe","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","433d943ce267eaa3485137e0d21a7348","0ffbae84afadf220cd379bc823f0ba7e95e50ea5","3c4de3f013d4611bbdb14ea17207e4d93eb406e14e639b1d87ce217c96747cf2"
"CrowdResponse","C:\Windows\system32\","tzsyncres.dll","4096","0x20","ARCHIVE","2019-12-07T09:09:00Z","2022-10-18T15:02:38Z","2019-12-07T09:09:00Z","Microsoft Corporation","TimeZone Sync Resources DLL","10.0.19041.1 (WinBuild.160101.0800)","tzsyncres.dll","&#169; Microsoft Corporation. All rights reserved.","tzsyncres.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d8dd76c289443abdd5835d32b9c1028a","aa6abfce548c3ab2f1674755205ea9b8e16d96cb","366905e144e8e19b6d73719c189c9b37222b5e2646e6cf295f6fd8456a899701"
"CrowdResponse","C:\Windows\system32\","tzutil.exe","59904","0x20","ARCHIVE","2019-12-07T09:08:13Z","2022-10-13T03:11:57Z","2019-12-07T09:08:13Z","Microsoft Corporation","Windows Time Zone Utility","10.0.19041.1 (WinBuild.160101.0800)","tzutil.exe","&#169; Microsoft Corporation. All rights reserved.","tzutil.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d707382b7d60eb8830a2da9d6480062a","4c721616200b2cd92d7716981999d94f549732a8","bf331cdf306fe1d01a5b4b81b898a268d0d1c8461c4aeda19d5c67f5fad981b1"
"CrowdResponse","C:\Windows\system32\","ubpm.dll","280576","0x20","ARCHIVE","2022-08-05T09:27:31Z","2022-10-13T02:41:45Z","2022-08-05T09:27:31Z","Microsoft Corporation","Unified Background Process Manager DLL","10.0.19041.1 (WinBuild.160101.0800)","ubpm.dll","&#169; Microsoft Corporation. All rights reserved.","ubpm.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d1c70f3cb0d222827c4af61c5f198c0a","c363bbf39426a9007b7f48e3ac85582bfb8efd90","265c06c776f7acd2ab462d5e77e233515df42fb3605271c18ccaa13457784298"
"CrowdResponse","C:\Windows\system32\","ucmhc.dll","65024","0x20","ARCHIVE","2022-08-05T09:28:06Z","2022-10-13T03:11:57Z","2022-08-05T09:28:06Z","Microsoft Corporation","UCM Helper Class","10.0.19041.1 (WinBuild.160101.0800)","ucmHC.dll","&#169; Microsoft Corporation. All rights reserved.","ucmHC.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","48272e2ca08c1479db842421c1e9f590","599c84e908eeca55b42fb2f9d3d3ee673ac0400c","999a822a079f984174b64e2c19dd1a8e44ba4e322471bea92ef35764c1dbbde5"
"CrowdResponse","C:\Windows\system32\","ucrtbase.dll","1044888","0x20","ARCHIVE","2022-08-05T09:27:14Z","2022-10-18T15:01:37Z","2022-08-05T09:27:14Z","Microsoft Corporation","Microsoft&#174; C Runtime Library","10.0.19041.789 (WinBuild.160101.0800)","ucrtbase.dll","&#169; Microsoft Corporation. All rights reserved.","ucrtbase.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.789","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","2c8fe06966d5085a595ffa3c98fe3098","e82945e3e63ffef0974d6dd74f2aef2bf6d0a908","de8d08d01291df93821314176381f3d1ae863e6c5584a7f8ea42f0b94b15ef65"
"CrowdResponse","C:\Windows\system32\","ucrtbase_clr0400.dll","772176","0x20","ARCHIVE","2019-12-07T09:10:37Z","2022-10-18T15:02:59Z","2019-12-07T09:10:37Z","Microsoft Corporation","Microsoft&#174; C Runtime Library","14.10.25028.0 built by: VCTOOLSD15RTM","ucrtbase_clr0400.dll","&#169; Microsoft Corporation. All rights reserved.","ucrtbase_clr0400.dll","Microsoft&#174; Visual Studio&#174; 2017","14.10.25028.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f8f171be1820544e15b555847005355c","ff572be9c4959684f64cf1ead2636fe983e59627","cddf9a2bf085ae59ba464b3ba6394aacfc342da5f17d77fd5306054c8aabf153"
"CrowdResponse","C:\Windows\system32\","ucrtbase_enclave.dll","502024","0x20","ARCHIVE","2022-08-05T09:27:55Z","2022-10-13T03:11:57Z","2022-08-05T09:27:55Z","Microsoft Corporation","Microsoft&#174; C Runtime Library","10.0.19041.1741 (WinBuild.160101.0800)","ucrtbase.dll","&#169; Microsoft Corporation. All rights reserved.","ucrtbase.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1741","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","14ce2a5d5f26ff5009ac12c25a4d4fdd","60c5c9ddbb7501fbf4f72aceda731a9ca8b6985b","daa52b5b8412b3d76a365700184bae6ad4254d734156a3e9d4c082b0bf53a46f"
"CrowdResponse","C:\Windows\system32\","ucsvc.exe","56632","0x20","ARCHIVE","2019-12-07T09:08:58Z","2022-10-13T03:11:57Z","2019-12-07T09:08:58Z","Microsoft Corporation","Boot File Servicing Utility","10.0.19041.1 (WinBuild.160101.0800)","bfsvc.exe","&#169; Microsoft Corporation. All rights reserved.","bfsvc.exe","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","909e5a293a94055d67af53a7edf27d27","b04d2e846ef7cc1d8d224f07d2f8d7bae7f2bf6e","2bfac411f014d87171cf09b110ec44436f4a0850b8b2cc3a4f72e7412f7a9d39"
"CrowdResponse","C:\Windows\system32\","udhisapi.dll","70656","0x20","ARCHIVE","2022-08-05T09:27:54Z","2022-10-13T03:11:57Z","2022-08-05T09:27:54Z","Microsoft Corporation","UPnP Device Host ISAPI Extension","10.0.19041.867 (WinBuild.160101.0800)","udhisapi.dll","&#169; Microsoft Corporation. All rights reserved.","udhisapi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.867","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b4e457e34d005d3dd91d1baea5d5824c","1c9a6047c094c6deb96adacac17aa2fca9aaf1fb","6f2ec54de75cb421f464682068e2d32e27644b3a1f3d03f8b2295760e50523cb"
"CrowdResponse","C:\Windows\system32\","uDWM.dll","1008128","0x20","ARCHIVE","2022-10-12T02:45:59Z","2022-10-15T11:27:25Z","2022-10-12T02:45:59Z","Microsoft Corporation","Microsoft Desktop Window Manager","10.0.19041.1 (WinBuild.160101.0800)","udwm.dll","&#169; Microsoft Corporation. All rights reserved.","udwm.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","436796af7de9fa609d92d42d51a7259b","a7572257855630fa9348d8b5cfbebd5180063a95","8a418577685635e9370a9b0fc2a83c791815d58527c3c9f79f423d897a1a59e5"
"CrowdResponse","C:\Windows\system32\","UefiCsp.dll","39936","0x20","ARCHIVE","2019-12-07T09:08:39Z","2022-10-13T03:11:57Z","2019-12-07T09:08:39Z","Microsoft Corporation","Windows UefiCsp Resources","10.0.19041.1 (WinBuild.160101.0800)","UefiCsp.dll","&#169; Microsoft Corporation. All rights reserved.","UefiCsp.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2dee672f697529a82feef79aa2cdb04f","d4436dcda5b1eb63cb59e3c6d15fd6eaf929f31b","539a42d01dab74414c7fb16e7db81c24e7c3cc81ed23b36934a86e5dadca68b8"
"CrowdResponse","C:\Windows\system32\","UevAgentPolicyGenerator.exe","41472","0x20","ARCHIVE","2019-12-07T09:10:19Z","2022-10-13T03:11:57Z","2019-12-07T09:52:18Z","Microsoft Corporation"," ","10.0.19041.1","UevAgentPolicyGenerator.exe","Copyright (c) Microsoft Corporation. All rights reserved.","UevAgentPolicyGenerator.exe","Microsoft (R) Windows (R) Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c048906265ab5c4ea7118084a1e316cf","73feb9c5e827548e309dc69a14e833f7f13f2ef1","c43cd630ee07a72181e255ebff2bd63f7479622d8f895249614de94a8611b3f8"
"CrowdResponse","C:\Windows\system32\","UevAppMonitor.exe","55808","0x20","ARCHIVE","2019-12-07T09:10:19Z","2022-10-13T03:11:57Z","2019-12-07T09:52:18Z","Microsoft Corporation"," ","10.0.19041.1","UevAppMonitor.exe","Copyright (c) Microsoft Corporation. All rights reserved.","UevAppMonitor.exe","Microsoft (R) Windows (R) Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b54f6f7a63a0e20de1a80d1c8aaa2882","87219685412bd05e56dae1162108087872db5357","0be7f413037a2192e3361954867b09de0568ff53a938f73dd8ba1bdce05c7002"
"CrowdResponse","C:\Windows\system32\","UevTemplateBaselineGenerator.exe","13824","0x20","ARCHIVE","2019-12-07T09:10:19Z","2022-10-18T03:11:47Z","2019-12-07T09:52:18Z","Microsoft Corporation"," ","10.0.19041.1","UevTemplateBaselineGenerator.exe","Copyright (c) Microsoft Corporation. All rights reserved.","UevTemplateBaselineGenerator.exe","Microsoft (R) Windows (R) Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","c85a5d2c00ff444e9e7d3e31977234ae","a773267945fb049f756a0133335c454fce18c380","303be386109bd9cf507b72f467ae9ddb22ae1b85fd05423dafc9385624eb1053"
"CrowdResponse","C:\Windows\system32\","UevTemplateConfigItemGenerator.exe","11776","0x20","ARCHIVE","2019-12-07T09:10:19Z","2022-10-18T03:11:49Z","2019-12-07T09:52:18Z","Microsoft Corporation"," ","10.0.19041.1","UevTemplateConfigItemGenerator.exe","Copyright (c) Microsoft Corporation. All rights reserved.","UevTemplateConfigItemGenerator.exe","Microsoft (R) Windows (R) Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","57c26af3682374941b185a50c4dbfa8a","e033b9e3a1208f72d47331eca3d2bbb7e3f264ab","ed370e58e64e68c3dbde73cfad811d35048452688a7001a202c1c1cd630a5b29"
